"","Tp","Cl","pH","Redox","Leit","Trueb","Cl_2","Fm","Fm_2","EVENT"
"441",7.9,0.17,8.53868785515428,737.868785515428,211,0.029,0.105868785515428,1687.80113649368,827.262428969145,"1"
"442",7.9,0.17,8.52329409714788,737.335295142606,211,0.029,0.105335295142606,1646.25289915316,826.652934001759,"1"
"443",7.9,0.17,8.53,737.283630154096,211,0.029,0.105283630154096,1650.07294460665,828.432739691809,"1"
"444",7.9,0.17,8.52573502540123,738,211,0.029,0.106,1623.72050762037,825.933756350307,"1"
"445",7.9,0.17,8.52334079984808,737.733184003038,211,0.029,0.105466368006077,1545.6031359362,824.665920015192,"1"
"446",7.9,0.17,8.52389745233348,738,211,0.029,0.106,1622.76239918894,825.982908722246,"1"
"447",7.9,0.17,8.49222278369358,738.777721630642,211,0.029,0.106,1608.5559485855,825.110886522569,"1"
"448",8.40473666992039,0.329526333007962,8.28952633300796,753.905266601592,211.976316650398,0.0279052666015923,0.100834216552787,613.176382080652,46.9763166503981,"1"
"449",8.43287455288228,0.336574910576455,8.29,754,212,0.0266850178847089,0.100671254471177,618.61620081705,46.6712544711772,"1"
"450",8.5,0.340850858683698,8.29,754,212,0.024,0.1,710.17210010998,42.3403434734792,"1"
"451",8.5,0.378905984256417,8.29,754,212,0.024,0.10097264960641,567.239311006386,45.8905984256417,"1"
"452",8.55651781067718,0.418696437864564,8.24478575145826,752.304465679685,213.130356213544,0.0264348218932282,0.0971741094661411,671.262519515585,43.3044656796847,"1"
"453",8.59761598957702,0.469761598957703,8.21678800781723,751.511920052115,211.511920052115,0.0235119200521149,0.0956072804690339,617.297359114047,41.095360416919,"1"
"454",8.6,0.518122045765631,8.29812204576563,753,212,0.024,0.1,592.126772540621,45,"1"
"455",8.64019368640147,0.536077474560589,8.30401936864015,752.196126271971,212,0.0235980631359853,0.0987941894079559,593.009684320074,45.4019368640147,"1"
"456",8.59086754713207,0.64,8.3,752,212,0.024,0.0970913245286793,599.196358503774,45.0913245286793,"1"
"457",8.6,0.632809971780516,8.2831401693169,751.719002821948,212.561994356103,0.024,0.0982809971780516,591.925211646128,35.1650987681933,"1"
"458",8.6,0.662103406079114,8.3,752,212,0.024,0.0975525851519778,589.921563328244,43.3422445440665,"1"
"459",8.57315997793339,0.64,8.3,752,212,0.024,0.0972684002206661,605.394007723313,45.2684002206661,"1"
"460",8.63066810213495,0.61159913871903,8.3,752.30668102135,212,0.024,0.0976933189786505,610.239870807854,45,"1"
"461",8.7,0.57073539044708,8.2563230477646,751,213.073539044708,0.023536769522354,0.097,610.492777103558,48.147078089416,"1"
"462",8.67890257432591,0.695780514865182,8.30789025743259,751.210974256741,212,0.024,0.0972109742567409,635.497647568583,45.9451287162956,"1"
"463",7.76571587268263,0.0934284127317369,4.63531320657581,324.291387310252,199.936803245917,0.0233571031829342,0.0775455825673416,1478.03748941608,758.638711381704,"1"
"464",0,0,4.01,300,10,0,0,3446.17017591372,5.80084944143891,"1"
"465",8.52426068014465,0.659408544115722,8.2927217959566,751.878696599277,211.878696599277,0.024,0.0983639102021698,629.544359191321,41.6330775739625,"1"
"466",0,0,4.00098864522297,300,0.988645222969353,0,0,387.845520970877,0,"1"
"467",0,0,4.01,300,10,0,0,2307.2433921576,7.44032051647082,"1"
"468",8.6,0.700351718124002,8.24912070468999,751.4912070469,215.0527577186,0.024,0.1010527577186,596.702237921301,25.7186255007982,"1"
"469",8.6,0.64,8.25602116539143,751.267019423191,213.465961153619,0.024,0.098465961153619,553.487126545049,19.3456798116677,"1"
"470",8.7,0.608383663247805,8.13431023133919,751,214,0.0211616336752195,0.0932155115669593,621.10775578348,62.2995874073822,"1"
"471",8.7,0.577403109681327,8.23337201286806,751.519378063735,213.480621936265,0.024,0.097,618.065908394521,48.7015548406634,"1"
"472",8.54956879299134,0.469913758598268,8.2751293621026,751.752156035043,211.752156035043,0.024,0.0992564681051299,594.872893997468,45.2478439649567,"1"
"473",8.58675902918912,0.468675902918912,8.22493072810816,751.566204854054,211.566204854054,0.0235662048540544,0.0960958436864894,616.374517481076,41.529638832435,"1"
"474",8.50984596915077,0.455077015424613,8.28212322467938,751.901540308492,212.196919383015,0.0241969193830155,0.0995077015424613,613.332226426341,44.7046209254768,"1"
"475",8.60741987451911,0.371483974903822,8.26314503137022,752.388701882213,213.074198745191,0.024,0.0973145031370223,570.678764622658,45.4629006274045,"1"
"476",8.6,0.32110714443028,8.26166964167729,750.277678610757,211,0.024,0.094277678610757,555.216073866934,44.889285556972,"1"
"477",8.53897988714743,0.343897988714743,8.25220402257051,751,211,0.024,0.0943897988714743,545.081898432691,42,"1"
"478",8.57251862531994,0.301755587595981,8.27274813746801,750,211,0.024,0.0937251862531994,531.954097570386,46.2748137468006,"1"
"479",8.5,0.26405045799911,8.28797477100044,750,211,0.0236012614499778,0.093,525.170986650512,46.6012614499778,"1"
"480",8.5,0.249119722731411,8.29544013863429,750,211,0.023,0.0932279930682853,543.103875229135,46.4559861365706,"1"
"481",8.5,0.250426792562939,8.28957320743706,750.957320743706,211,0.0239573207437061,0.094,525.932416624855,47,"1"
"482",8.5,0.267149023464881,8.28,750,211,0.023,0.094,622.539980329107,47.357451173244,"1"
"483",8.5,0.253281834656373,8.29335908267181,750,211,0.0233320458664093,0.093,531.362945072586,46.3320458664093,"1"
"484",8.43961694312748,0.171885082938243,8.31207661137451,746.377016587649,211,0.023,0.0849616943127476,666.773186018923,40.1693554501981,"1"
"485",8.5,0.182598459683359,8.3,750,211,0.023,0.0913700770158321,637.137953051366,45,"1"
"486",8.56939993675332,0.109180018974002,8.30693999367533,749.306000632467,211,0.025775997470133,0.0923879987350665,561.464027828537,46.6939993675333,"1"
"487",8.57243156780023,0.0982705296599306,8.30724315678002,749,211,0.024,0.0915513686439954,484.210629238049,46,"1"
"488",8.5,0.110926663251594,8.30907333674841,749,211,0.024,0.0911853326503187,520.718019465916,46,"1"
"489",8.59741486981511,0.0994829739630222,8.30974148698151,749,210.663933075964,0.0268965947926044,0.0929482973963022,549.938847638667,47,"1"
"490",8.62287357549649,0.0877126424503513,8.31,749,211,0.0237712642450351,0.091,487.941378205316,46.9149430198595,"1"
"491",8.56831223936751,0.066337552126497,8.30683122393675,749,206.880591117777,0.0236831223936751,0.091,576.54767723009,47,"1"
"492",8.60057650860399,0.099884698279202,8.31,749,211,0.0269769396558404,0.0929884698279202,547.613739235327,47.0172952581197,"1"
"493",8.62916521960869,0.06,8.30708347803913,749,211,0.0237083478039131,0.091,564.916174666956,47.8749565882608,"1"
"494",8.7,0.06,8.30502042291919,749,211,0.0235020422919188,0.091,571.428519782843,48.4938731242437,"1"
"495",8.65801367626991,0.0541986323730089,8.31,749,211.580136762699,0.024,0.0904198632373009,554.419863237301,48.7404102880973,"1"
"496",8.7,0.05,8.31,749,212,0.024,0.0908281358343083,544.0623699883,50,"1"
"497",8.62414170815609,0.0575858291843906,8.31,749,211.241417081561,0.024,0.091,551.861577939708,47.7242512446828,"1"
"498",8.7,0.0493307189689949,8.31,749,212,0.024,0.0909330718968995,548.224313588347,49.866143793799,"1"
"499",8.8786293104291,0.0210685344785452,8.31106853447855,748,213.786293104291,0.024,0.0901068534478545,509.909353472292,42.6411206871271,"1"
"500",8.81505513372831,0.0242472433135845,8.30849448662717,748.424724331358,211.424724331358,0.0234247243313584,0.0884247243313584,550.671967644943,44.1236216567922,"1"
"501",8.74408452128992,0.0277957739355043,8.31,748.77957739355,212.440845212899,0.024,0.0907795773935504,519.897886967752,46.6774643613026,"1"
"502",8.9,0.03,8.3182516821404,749,212,0.023,0.089,572.761774982791,47.1748317859601,"1"
"503",8.9,0.03,8.31838702343637,749,212,0.023,0.089,573.709164054599,47.1612976563629,"1"
"504",8.9,0.02,8.31644955340074,748.644955340074,212.710089319851,0.024,0.09,477.947634935612,44.5798213602975,"1"
"505",8.7,0.0203263038536534,8.22293673468288,748.032630385365,216.836848073173,0.015293673468288,0.137433741502464,531.641065760981,11.2399546438828,"1"
"506",8.73725715763867,0.02,8.26745143152773,748,217.254856847227,0.024,0.0975097136944532,543.402287857607,16.5200025867671,"1"
"507",8.7,0.027924657005351,8.30377397101605,748.792465700535,213.245205796789,0.024,0.0916226028983947,524.735617390368,40.1136966203339,"1"
"508",8.9,0.02,8.2913505178038,748.86494821962,217.054637537338,0.0238649482196197,0.0905948446588591,552.919585756958,40.2701035607606,"1"
"509",8.9,0.02,8.30583445900818,747.416554099182,212.249662297545,0.024,0.0904165540991817,576.335134413093,45.5834459008183,"1"
"510",8.9,0.02,8.3,747.155434287386,214,0.024,0.091,523.082582944073,42.466302862158,"1"
"511",8.9,0.0169385472149588,8.30612290557008,747.693854721496,211,0.024,0.0873877094429918,624.489384986926,43.5307263925206,"1"
"512",8.9,0.02,8.30012922110502,748.493538944749,215.974155778997,0.024,0.0904935389447492,534.754479900468,41.0129221105017,"1"
"513",8.9,0.02,8.30526977173053,748,211,0.023,0.0874730228269473,532.298593500629,44.6348858652636,"1"
"514",8.9,0.02,8.29533591545653,748.466408454347,216.132429590216,0.024,0.0907332042271737,561.737077411963,41.6007746369578,"1"
"515",8.9,0.0168261720309965,8.313173827969,747.6826172031,211,0.0233173827969003,0.087,526.030273141107,46.6826172030997,"1"
"516",8.9,0.0153205600124784,8.32,747,211,0.0234679439987522,0.0875320560012478,580.147383986274,44.1282240049914,"1"
"517",8.9,0.01,8.32,748,211,0.024,0.0863597022239119,588.24476441741,46,"1"
"518",8.9,0.01,8.32,747,211,0.024,0.0869763354831375,586.615277438425,42.1183225843124,"1"
"519",8.97669141800143,0.01,8.32,747,211,0.024,0.087,555.1051977803,46,"1"
"520",8.9,0.01,8.32,747.173358708853,211,0.024,0.086,608.879543240648,46.8266412911471,"1"
"521",8.91147171629127,0.01,8.32,747,211,0.024,0.0868852828370873,522.835474606603,45.8852828370873,"1"
"522",8.9,0.01,8.32,748,211,0.024,0.0862945449100807,589.287281438708,46,"1"
"5231",8.9,0.01,8.32,747.984775671735,211,0.024,0.087,577.862981045619,46,"1"
"524",9,0.01,8.32,747,211,0.024,0.0869687288303394,559.280763097806,45.9687288303394,"1"
"525",9.04063609258737,0.01,8.32,747,211,0.0372791424083989,0.0855936390741263,564.031804629369,46.5936390741263,"1"
"526",9.1,0.01,8.32,747,211,0.0256279979865067,0.0853720020134933,577.788058391307,46.3720020134933,"1"
"527",9.1,0.01,8.3246327797859,747,211,0.024,0.0854632779785898,516.514108299743,47.4632779785898,"1"
"528",9.09436233968008,0.01,8.32,747,211,0.0240563766031992,0.086,612.703338126419,46.9436233968008,"1"
"529",8.9,0.01,8.32,747,211,0.0246295911471825,0.087,531.44490623381,46.6295911471825,"1"
"530",9,0.01,8.32,747,211,0.024,0.087,556.270323934034,46,"1"
"531",8.99282210578676,0.01,8.32,747.071778942132,211,0.0249282210578676,0.086,591.215336826397,46,"1"
"532",9,0.01,8.32,747,211,0.024,0.0868987818879541,554.076855871128,45.8987818879541,"1"
"533",8.97467228390742,0.01,8.32,747,211,0.024,0.0852532771609258,657.550093183527,46.2532771609258,"1"
"534",9.04127316796221,0.01,8.33,747,211,0.024,0.0865872683203779,510.174536640756,46.2381950388663,"1"
"535",9.1,0.01,8.32,747,211,0.0259184877509251,0.0850815122490749,569.363855223171,46.0815122490749,"1"
"5361",8.99649252304807,0.01,8.32,747.035074769519,211,0.0259298504609615,0.087,567.385822464712,45.0350747695193,"1"
"537",9.1,0.01,8.32,747,211,0.0246940683061257,0.085,538.269502734765,46.6529658469371,"1"
"538",9.1,0.01,8.32,747,211,0.024,0.0850143774491735,580.539921626449,45.9856225508265,"1"
"539",9.00940860086121,0.01,8.32,747,211,0.024,0.0869059139913879,555.341397939716,45.9059139913879,"1"
"540",9.1,0.01,8.33,747,211,0.024,0.0845934567409568,639.334136810387,34.6098148885649,"1"
"541",9.1,0.01,8.32,747,211,0.024,0.086,646.193252191879,40.2224732227623,"1"
"542",9.1,0.01,8.32484974229476,747,211,0.024,0.0855150257705245,641.815541181015,36.5751288526226,"1"
"543",9.13770946641453,0,8.05148041305598,754.925979347201,211,0.0110167573131621,0.0813770946641453,651.350571437972,42.2053046452347,"1"
"544",9.1,0.000782615938223898,8.27217384061776,747.234784781467,211,0.0249217384061776,0.0831565231876448,625.513029717375,40.5478311567567,"1"
"545",9.14437294369563,0.01,8.27549835495651,746.556270563044,211,0.025668811689131,0.083,643.655941554345,37.2250822521746,"1"
"546",9.21393988563213,0.01,8.26557595425285,747,211,0.024,0.083,626.860601143679,34,"1"
"547",9.3,0.01,8.27312368620187,746.104122873396,211,0.024,0.083,641.229911152273,34.8958771266043,"1"
"548",9.27050616620109,0.01,8.29589876675978,747,211,0.024,0.083,607.986048254184,33.5898766759783,"1"
"549",9.25078183396254,0.01,8.30492181660375,747,211,0.024,0.083,611.234550188761,34.4921816603746,"1"
"550",9.3,0.01,8.31,746.541744318791,211,0.024,0.083,662.038948842324,35,"1"
"551",9.25726998792961,0.01,8.30427300120704,747,211,0.024,0.083,613.180996378884,34.4273001207039,"1"
"552",9.16652514876332,0.01,8.31669497024734,747,211,0.024,0.083,731.872633886989,35.0042455371004,"1"
"553",9.29941553035751,0.01,8.31005844696425,746.994155303575,211,0.024,0.083,646.035068178549,35,"1"
"554",9.3,0.01,8.31,746.464428537292,211,0.024,0.083,664.745001194766,35,"1"
"555",9.3,0.01,8.31876066478901,746,211,0.024,0.083,651.776919662021,34.0247867042199,"1"
"556",9.3,0,8.30956560745835,746,211,0.024,0.083,571.070588788018,33.1248878557235,"1"
"557",3.22444071457721,0.0670013654977083,4.29475580336526,309.631446290296,96.6830166126601,0.0104689633590169,0.0314068900770508,2934.7298589088,336.681861625984,"1"
"558",9.3,0,8.23662786859088,746,211,0.024,0.083,579.139563033357,52.2442077985033,"1"
"559",9.24431084459648,0.00556891554035246,8.28784457770176,746.556891554035,211,0.024,0.083,580.934312837198,36.772433783859,"1"
"560",9.3,0,8.25919851394836,746,211,0.0245839702789672,0.083,579.91220804723,43.7366241416894,"1"
"561",9.10404228365514,0.000404228365514427,8.27919154326897,747,211,0.0249595771634486,0.083,627,39.7574629806913,"1"
"562",9.09430426508188,0.00943042650818825,8.31886085301638,746.886085301638,211,0.0259430426508188,0.0848860853016377,566.259554460645,45.4873838573694,"1"
"563",8.80188808424864,0,8.3,745.018880842486,211,0.025,0.0829811191575136,589.132165897405,37,"1"
"564",8.88272858941928,0,8.3,745.827285894193,211,0.025,0.083,576.590711587109,37,"1"
"565",8.84927327609621,0,8.3,745.492732760962,211,0.025,0.0825072672390379,592.449129326735,37,"1"
"566",8.7,0,8.31,746,211,0.0242421332541853,0.082,629.179199287668,39.7578667458147,"1"
"567",8.62374398896936,0,8.31237439889694,745.237439889694,211,0.024,0.083,574.863040992757,38.5251202206127,"1"
"568",8.65204118746333,0,8.31239794062683,745.760205937317,211.239794062683,0.024,0.081,638.602059373166,37,"1"
"569",8.72212751156185,0,8.31557449768763,745,211,0.0242212751156185,0.083,558.629729509121,37,"1"
"570",8.77277057110332,0,8.30272294288967,745.272294288967,211,0.0247277057110332,0.0827277057110332,599.347182980739,37.8168828669004,"1"
"571",8.5965684692841,0,8.31034315307159,745,211,0.024,0.082965684692841,576.588216314092,38.8627387713641,"1"
"572",8.66456327359192,0,8.31354367264081,745.645632735919,211,0.024,0.082,624.519429151434,38.9368982077576,"1"
"573",8.50872024169657,0,8.32,745.087202416966,211.912797583034,0.024,0.0820872024169657,628.482441088418,38.1336314205546,"1"
"574",8.5,0,8.32,745,211,0.024,0.0815355121579487,584.393463526154,50.3224392102566,"1"
"575",8.5,0,8.32,745,211,0.0255018284572288,0.081,595.267370343674,42.0036569144577,"1"
"576",8.5,0,8.32,745,211,0.024,0.082,590.408458311111,45.6696515232325,"1"
"577",8.5,0,8.32,745,211,0.024,0.082,554.789138397668,41.318480146816,"1"
"578",8.5,0,8.32,745,212,0.024,0.0816191420254763,628.523431898095,37,"1"
"579",8.5,0,8.32,745,211,0.024,0.082,584,41.5163514832966,"1"
"580",8.50352315686177,0,8.32,745,211.964768431382,0.024,0.082,626.753379019676,37,"1"
"581",8.5,0,8.32,745,211,0.024,0.082,570.865310031921,39.0131068639457,"1"
"582",8.5,0,8.32,745.319589016028,211,0.024,0.082,601.525753775612,38.4020549198613,"1"
"583",8.5,0,8.32,745.058974229265,211,0.024,0.082,573.1794845853,36.88205154147,"1"
"584",8.5,0,8.32,745,211,0.024,0.0810192750243004,581.057825072901,38.9614499513991,"1"
"585",8.5,0,8.32,745,211,0.024,0.082,582.325930745341,46.4654365165625,"1"
"586",8.5,0,8.32,745,211,0.024,0.081188355906168,585.623288187664,49.986305501312,"1"
"587",8.5,0.00684630808187649,8.32,745,211,0.024,0.0813153691918124,611.477046465501,45.4770464655012,"1"
"588",8.5,0.0194020887673832,8.32,745,211,0.024,0.081,614.940208876738,45.179373369785,"1"
"589",8.51788639272563,0.0482113607274368,8.32,745.357727854513,211.089431963628,0.024,0.0817154557090253,594.333289491246,40.6260237453971,"1"
"590",8.4,0.142916521199513,8.32,744.34166957601,211,0.0233416695760097,0.081,649.308208231581,36.3166608479805,"1"
"591",8.4,0.18,8.32,744.275986480759,211,0.0247240135192405,0.0822759864807595,615.827959442278,35.5519729615189,"1"
"592",8.4,0.154917242291849,8.32,745,211.501655154163,0.024,0.082498344845837,618,38.003310308326,"1"
"593",8.4,0.147565810035449,8.32,744.414472998818,211.414472998818,0.0234144729988184,0.0814144729988184,644.934242054354,37.8289459976368,"1"
"594",8.4,0.126732747533824,8.32,745,211.891091584461,0.0238910915844608,0.0821089084155392,597.743034709711,39,"1"
"595",8.4,0.106258309923578,8.32,745,211,0.0236258309923578,0.0817483380152844,550.282057555625,36.4966760305688,"1"
"596",8.52000014353544,0.0679999856464565,8.30600000717677,747.400002870709,211,0.0236000007176772,0.0878000057414174,583.799948327243,71.3999562216923,"1"
"597",8.4,0,8.30885342694586,745,211.885342694586,0.023,0.0854267134729307,489.682039462728,110.082741556689,"1"
"598",8.42772979883011,0,8.30554595976602,745,211,0.0232772979883011,0.0812772979883011,547.890808046795,85.2529287487268,"1"
"599",8.4,0,8.3,745,211.906524179969,0.023,0.082813048359938,591.606636458542,108.439145079814,"1"
"600",8.4,0,8.3,745,211.405555021716,0.023,0.0824055550217163,531.799942345358,144.072253718739,"1"
"601",8.4,0,8.29977207689546,745.022792310454,211,0.023,0.081,549.182338483632,105.803454185836,"1"
"602",8.4,0.00587814337108284,8.29,745.412185662892,211.587814337108,0.023,0.083,514.014312538318,275.913924716879,"1"
"603",8.4,0,8.29,746,211,0.023,0.0820130022265948,545.350474394159,273.611104649957,"1"
"604",8.4,0.00657199033070356,8.2865719903307,745.34280096693,211.65719903307,0.023,0.0840284029007889,499.314398066141,301.219358576462,"1"
"605",8.4,0,8.27751679347362,745.375839673681,211,0.023,0.0842483206526376,559.590573379071,428.603896779474,"1"
